Volume_(BTC),Volume_(Currency),Weighted_Price
1.57394125,1966.6925905,1249.5336726
0.6159,768.82516664,1248.2954484
2.3377,2932.200967,1254.3102053
0.54275954,687.67275018,1266.9933912
10.16741876,13120.942236,1290.4890165
1.9874,2619.2192057,1317.9124513
2.78605589,3749.7954071,1345.9153567
1.7952,2441.490309,1360.0101989
0.8687,1172.529159,1349.7515356
17.21152488,24394.193337,1417.3173793
2.9608269,4288.7886389,1448.5104276
3.77861931,5501.7161621,1456.012292
3.20835043,5001.8201002,1559.0005547
1.83666815,2992.0577118,1629.0682189
1.90257083,3019.5031811,1587.0647933
1.14345608,1828.6035286,1599.19
1.42974192,2370.8324036,1658.2240266
0.91046455,1553.2524223,1705.9998902
1.27811308,2209.3988519,1728.6411402
4.20734687,7741.5115135,1839.9984011
3.37316256,6032.43958,1788.3631378
1.77191536,3011.1674386,1699.3855952
0.3164,569.940594,1801.329311
2.3668,4202.675672,1775.6784147
4.9506,8503.3040007,1717.6309944
2.71083169,4954.6621433,1827.7276902
3.54416147,6462.6931413,1823.4759325
1.94908694,3754.8775256,1926.4802655
2.86511407,5712.5027111,1993.8133601
10.92014016,22691.635093,2077.9618907
30.84870564,67091.824625,2174.8667645
9.06055574,19668.275602,2170.7581926
9.99286316,23211.267891,2322.7845232
16.77448058,44690.516975,2664.1967697
8.40648224,21797.539266,2592.944188
18.43302079,39157.795062,2124.3286984
12.49736963,27767.331359,2221.8540526
24.42436433,54429.619677,2228.4968788
3.05683517,7016.7573579,2295.4320294
11.3584106,25476.30584,2242.9463714
9.83626969,23685.303149,2407.9558507
4.2823204,10426.800426,2434.848272
8.40179862,20742.89476,2468.8635967
5.2401877,13202.027602,2519.3806707
11.08374561,28652.589667,2585.0998999
22.17185648,62944.430722,2838.9337076
1.70407555,4801.7334421,2817.7937545
14.4744844,40526.987682,2799.8916274
1.87002796,5241.1931837,2802.7351975
0.28674385,807.83124561,2817.2574429
2.86909271,8346.6898248,2909.1739684
37.64360468,111479.30073,2961.4406397
13.09238248,36019.048857,2751.1454781
12.60048924,35205.613747,2793.9878426
22.75220353,53998.113051,2373.3135553
27.31872784,67111.82213,2456.6232558
0.29630913,743.4955149,2509.1886804
3.27460841,8507.2361727,2597.94
6.48577981,16686.948353,2572.8515062
1.1905152,3124.4709706,2624.4696167
6.91670343,18597.934682,2688.8437347
0.55045326,1450.5752289,2635.2377836
1.03556894,2804.3139753,2707.9935164
3.99365902,10810.199191,2706.8408036
5.26954522,13621.665667,2584.979367
2.0173,4993.148685,2475.1641724
3.27366411,7869.3042322,2403.8215186
0.46151548,1151.3771602,2494.7747369
3.20700604,8225.0982514,2564.7280201
0.39447297,992.04177425,2514.8536141
3.02722174,7529.112715,2487.1361802
7.40657485,17915.048861,2418.8034582
28.04030652,70052.106754,2498.2646571
2.13195977,5598.2297549,2625.8608786
1.47390733,3777.987215,2563.2460997
0.25044011,652.59683864,2605.8
10.48370355,27006.053145,2576.0031287
5.2189,13058.598863,2502.1745699
0.2349,600.390443,2555.9405832
2.30881695,5805.5441533,2514.5103657
1.50043638,3422.4834754,2280.992064
3.73998148,8613.4426898,2303.0709472
5.32310778,12690.240962,2383.9909854
1.42629438,3337.481622,2339.9668882
0.50551099,1064.1553224,2105.1081846
14.24351201,28301.636456,1986.9844205
21.08430955,42763.671369,2028.2225163
53.60594718,120531.72329,2248.4767014
4.66002813,10940.021839,2347.63
2.41786631,5602.9851332,2317.3262765
15.58610341,43101.610127,2765.3871524
0.23456115,645.5463197,2752.1451003
1.13767725,3166.6864398,2783.4664355
11.62550058,31753.695679,2731.3830885
19.96396993,53666.203679,2688.1529008
0.5142,1261.0948462,2452.5376239
2.80829408,7192.5638418,2561.1861283
1.5453,4144.244399,2681.8380891
0.338,926.29636156,2740.5217798
17.31116351,45494.083553,2628.0199784
1.1537,3150.38607,2730.6804802
0.66806484,1918.5637718,2871.8226988
3.31607403,9067.850037,2734.5137518
0.34150461,926.25625461,2712.2803836
4.89917826,13621.379948,2780.3397275
4.87798497,15414.446233,3160.0028143
0.26554419,851.87212731,3208.0239726
5.97801517,19337.309791,3234.7374907
3.0399196,10458.212377,3440.2924265
2.17412407,7397.6524193,3402.589816
1.72851047,5811.2694852,3362.01
0.86111843,2990.0012462,3472.23
6.46053415,24363.09413,3771.064987
30.44661261,126079.36121,4140.9979764
17.8713874,72857.782739,4076.7838058
22.06887606,93953.358134,4257.2787975
6.35024651,25756.085588,4055.9190179
1.45574754,6274.2685554,4309.9977043
1.75470153,7514.5393317,4282.5171137
15.70288526,63039.685771,4014.5288415
1.69003431,6926.6595213,4098.5318939
1.39302525,5561.9043772,3992.6802312
3.78873055,14450.082778,3813.9642255
0.6406953,2633.5498723,4110.4560503
2.36666853,9856.8149473,4164.8481071
1.72836171,7480.4607244,4328.0643636
4.79549289,20728.280993,4322.4505735
0.21483095,933.37880459,4344.7129224
1.24353727,5304.1399834,4265.3647071
2.04472014,8937.9588088,4371.238212
3.92230031,18101.485418,4615.0177159
4.65087146,21448.846303,4611.7908196
1.51214072,7158.1414975,4733.78
7.86250363,37489.219498,4768.1020273
1.9972806,9327.2720119,4669.9857856
2.30444485,10524.464519,4567.0281583
28.09799055,122149.1369,4347.2552488
11.58618067,52395.629325,4522.2520533
7.85848219,35577.126881,4527.2262533
2.72121885,12625.257916,4639.5599224
0.7083773,3139.5094506,4431.973541
20.95597789,87016.59346,4152.3518452
5.83606831,24351.579308,4172.6001161
3.66588074,15973.98132,4357.4743568
5.55110456,22349.568628,4026.1480191
6.52028467,25021.684839,3837.5141739
19.83574531,62087.713529,3130.0922934
16.43812608,63471.950096,3861.2643429
22.72914363,80942.451362,3561.174705
17.4956282,68755.917174,3929.891307
0.48678569,1930.067243,3964.9219003
0.84399969,3338.0218669,3955.0036647
3.12666497,12104.724068,3871.4490308
1.36953671,5142.897369,3755.2095766
1.00588079,3732.2857598,3710.4652926
1.39637445,5084.7412793,3641.3880813
0.41866697,1579.6597845,3773.07
1.23850902,4818.2994927,3890.4032307
2.12916334,8380.4110088,3936.0113202
7.5575803,32080.274954,4244.7812237
0.37793495,1531.3243891,4051.82
3.45427582,14677.032626,4248.9463467
3.75992791,16219.11057,4313.6759423
16.07344824,71448.566975,4445.13
0.61639365,2645.5667875,4292.0085039
4.49274945,19447.977061,4328.7473022
0.81760118,3399.7771989,4158.2342126
0.2057041,903.84324499,4393.9
0.61868394,2688.2064667,4345.04
0.65645805,2930.220418,4463.6826649
6.45533411,29442.878431,4561.0154222
2.88485336,13953.862676,4836.9400224
2.85986429,13626.101923,4764.5973869
6.18745992,30303.398146,4897.5506165
16.16916318,89099.106061,5510.4339705
1.81112015,10122.749618,5589.2203606
7.21278473,41381.560534,5737.2515725
3.10489734,17574.340428,5660.2001625
3.21418282,18202.636467,5663.2237449
4.64724771,24813.687132,5339.4371637
29.64622699,164531.18492,5549.8186996
0.52060543,2931.5596337,5631.0585037
0.31433761,1911.1723358,6079.9989406
1.59993585,9420.9463544,5888.3275567
20.59034772,121154.00604,5884.0194293
0.50369746,2886.7474165,5731.1137057
5.37433139,29748.21403,5535.2399902
1.04157575,5986.9771068,5747.9997079
1.51908997,8885.537007,5849.25
2.976471,17319.2949,5818.7346356
45.67305333,265605.73711,5815.3707218
0.09767325,598.24865625,6125.0
3.94558547,24104.054906,6109.1199493
2.54114979,16298.882571,6413.9794653
16.76719619,118827.46722,7086.9014639
0.80722299,5820.1254128,7210.0590356
2.71873771,19551.03676,7191.2184424
0.68965944,5165.5285158,7489.97
1.39763133,10200.674768,7298.5447227
0.95856116,6889.1867347,7187.0080097
5.02194347,36967.357572,7361.165611
1.85037814,13644.095173,7373.6794002
2.16844689,15531.923223,7162.6947816
1.48648529,9949.4569941,6693.2764562
63.55054323,392381.73528,6174.3254319
7.66694968,48124.434421,6276.8684327
6.9625125,45837.991333,6583.5416932
1.77679754,12328.58471,6938.6547607
25.73975832,189973.85885,7380.561095
78.51631942,593332.2863,7556.8020849
6.1451156,47610.884834,7747.7606497
0.98564747,7623.180906,7734.1860432
2.27292442,18241.449946,8025.5418023
6.7340968,54887.330781,8150.6596076
1.90331194,15712.274187,8255.2280881
12.52030584,102209.43999,8163.493871
11.74776479,97023.499262,8258.8901801
11.67419504,97187.646931,8324.9977063
19.60283203,178716.4347,9116.8681353
10.02474974,97734.69996,9749.3406314
5.07262657,50345.848468,9925.005867
27.52033547,291879.56109,10605.959415
0.96023536,9956.7759987,10369.099508
0.0,0.0,9546.3493513
8.64279298,94789.582539,10967.471136
0.66117191,7384.3047706,11168.509519
4.26321416,49410.552499,11589.976634
40.77165165,480709.17733,11790.279713
26.45607554,328846.30285,12429.897335
25.47650933,369270.55323,14494.550586
14.84326057,246579.66514,16612.230445
28.14913465,452520.85185,16075.835278
13.21595312,187425.99448,14181.799283
1.48666421,25050.346466,16850.036678
4.39204821,74305.401704,16918.166229
3.13757139,54029.039347,17220.019127
34.47430327,582930.83278,16909.140359
1.67377869,29055.058716,17358.960829
11.20121416,203434.12423,18161.792224
6.29490099,124242.78853,19737.052057
7.46239969,140793.24815,18867.02053
6.00108936,113093.39454,18845.477505
11.81400792,195210.47137,16523.644871
7.21328382,124150.76743,17211.407527
39.76275612,541586.38534,13620.443807
4.09504787,59387.442107,14502.258336
25.11134954,363423.9257,14472.496794
1.70210745,24224.406773,14232.007957
2.41491212,37295.921695,15444.007832
7.85114347,127668.59087,16261.146081
5.12928123,73001.068463,14232.221863
7.90634486,115471.64831,14604.934436
5.28245788,74325.714123,14070.28997
18.60002929,244747.43078,13158.443299
2.50152345,34017.753168,13598.814422
0.98837527,13267.294304,13423.336972
1.70238417,26060.096874,15308.0
5.00870605,74729.929521,14920.007039
1.73194415,25899.474992,14953.989707
5.92626215,97847.076261,16510.757335
8.7823888,146978.09474,16735.548618
0.9393569,14935.812278,15900.039993
6.89780092,104493.79985,15148.857014
2.67908603,37946.694239,14164.044683
8.55281838,116703.06206,13644.983078
4.65364021,63435.686316,13631.411853
3.32587165,47748.570139,14356.708606
4.89301122,67293.780654,13753.040332
2.82567108,38545.68019,13641.248078
73.13222326,925525.11937,12655.503663
2.30651828,25897.030263,11227.758517
5.43485974,58271.589563,10721.820314
1.74700466,19950.546644,11419.858859
10.14479783,127124.89279,12531.042503
10.44407072,124877.50782,11956.784971
6.36782854,74617.143832,11717.831811
3.55631863,36586.046401,10287.617676
11.47165386,124984.19235,10895.045638
3.68220917,41846.683941,11364.559157
6.12378854,67674.74513,11051.123775
4.08951291,45598.08644,11150.004278
16.79600547,193608.26179,11527.042078
2.16732789,23883.955273,11020.000888
0.44862796,4928.5270734,10985.777778
1.10442308,11206.574232,10146.993878
0.0,0.0,10031.110486
6.23256115,52272.522477,8387.0051522
2.67373982,23074.859384,8630.1812955
1.40466185,12894.168618,9179.5535116
10.76796099,85924.214194,7979.6178937
35.58820107,211008.88397,5929.1809539
4.01362416,30950.254988,7711.2987549
62.93599485,522158.13748,8296.6534291
9.26680981,74194.364407,8006.4624103
13.42248837,120150.82317,8951.4566791
6.49772388,51514.702645,7928.1150749
0.56166911,4750.0409671,8457.0094429
10.12075314,87208.566778,8616.8060392
1.99258969,17692.983873,8879.3914582
27.3333809,268395.13214,9819.3170148
70.71865352,689930.0246,9755.9836091
2.15177572,23110.068811,10739.998874
11.21500249,119111.99051,10620.772542
2.45656694,26570.515283,10816.116935
3.17953333,36682.332045,11537.017618
0.45296351,5040.1095259,11126.965892
5.57132823,59258.481695,10636.3293
1.01902964,10062.917531,9874.9998391
17.6073272,178053.64818,10112.474548
7.80102229,76024.289633,9745.4265361
8.26718285,78490.139828,9494.1821479
11.66008213,123643.5173,10604.000548
0.60565057,6508.963932,10747.061514
13.44960647,141414.00649,10514.360164
0.26276082,2908.7708928,11070.032788
1.79809348,20285.180273,11281.493704
0.84999367,9470.52047,11141.871762
1.19794882,13784.801221,11507.003463
3.05532735,34429.680633,11268.737091
21.81112801,229728.09912,10532.609731
10.46007742,104170.55892,9958.8707365
1.9952371,17412.441818,8727.0038321
27.29330803,255487.95839,9360.8278671
0.99398593,8687.2995087,8739.8616485
0.18154862,1742.8669365,9600.0010162
4.23159966,39557.034223,9348.0095948
0.1757343,1609.6206184,9159.3992659
75.68903355,596878.32744,7885.9287726
0.28714601,2351.1508529,8187.9976423
2.27509185,18623.400972,8185.7798277
21.47076391,166625.96023,7760.5976631
0.64485081,5342.352363,8284.6330968
2.77092595,23507.276615,8483.545587
4.15733764,37755.268339,9081.5977936
13.76654447,123994.35234,9006.933629
1.38095596,11548.959767,8363.0181563
1.45103663,12900.721431,8890.6931532
0.91334132,7777.9981969,8515.9819517
0.89630589,7569.3105441,8445.008148
2.49155339,19877.284545,7977.8681947
11.10882874,87653.579073,7890.4429193
5.89705714,44921.32046,7617.5827017
2.05725262,14474.3993,7035.7909183
1.08013287,7364.6195582,6818.253349
1.83165785,12554.131702,6853.9720461
1.76985626,12202.877087,6894.8407638
3.56217295,26141.117598,7338.5312744
1.33733195,9832.9981648,7352.6981575
0.55328745,3733.5743197,6747.9830235
42.71811589,281584.58505,6591.6901806
0.17176424,1178.7214551,6862.4380438
0.0610097,422.1264174,6919.004968
0.22530343,1603.7080417,7117.9921306
0.52027536,3490.7285443,6709.38663
0.16410463,1122.5954393,6840.7298399
14.17890985,96232.145025,6786.9918099
10.43523873,81623.350459,7821.8958445
6.22589891,49840.510346,8005.3516875
0.57236895,4650.0166058,8124.1594357
3.4758731,28099.007072,8084.0140775
4.1930029,33594.449679,8012.0263402
83.58807188,680823.99975,8144.9898823
1.2667979,10355.090825,8174.2248109
0.76260647,6336.4913162,8308.9923381
1.92534955,17198.146895,8932.480284
9.57595074,85146.791479,8891.7324024
1.52041683,13526.399651,8896.5074474
2.16429777,19984.185402,9233.5655836
2.36872854,22292.958401,9411.3605777
9.62849255,85074.377538,8835.6902283
7.42768336,68493.158735,9221.335296
2.07748196,19011.832839,9151.3828785
0.72802919,6874.5283037,9442.6547701
0.91275679,8487.0246602,9298.2322928
1.05158004,9436.0143035,8973.1774516
4.01788836,36765.969215,9150.5701306
0.83096047,7648.9845784,9204.99212
1.04916481,10119.269712,9645.0715991
0.57176253,5583.2625975,9765.0026096
2.63703837,25427.680424,9642.514388
1.13044216,10548.564444,9331.3614945
1.55836879,14531.336789,9324.7098389
0.16292589,1475.6160672,9056.9771766
0.04347471,403.22782625,9274.9974928
52.21284551,459436.14135,8799.2932939
1.74737657,14524.527371,8312.1907554
5.10509597,43164.84636,8455.2467992
10.96771303,92080.875137,8395.6313304
0.72536358,6339.6166456,8739.9158442
0.11015401,907.03848946,8234.2757151
1.60126581,13349.768571,8337.0096877
22.41477273,178872.32047,7980.1085929
0.15296021,1258.2289,8225.8575615
16.86842358,139125.13726,8247.6668079
0.73888772,6317.071778,8549.4339762
0.12606219,1048.6248583,8318.3138284
1.19692465,9509.7219445,7945.13
3.02826961,23162.890791,7648.8865834
8.64454618,64893.060549,7506.820971
0.23291838,1728.0273891,7419.0254505
0.16273985,1186.084609,7288.2247892
1.0583067,7642.9871518,7221.9018851
0.43132455,3060.9346155,7096.5926135
7.47589084,55776.42155,7460.839483
0.51748376,3918.9583769,7573.1040853
14.84662683,112007.82634,7544.3282584
42.27638385,322969.29467,7639.4730404
21.40533728,165217.1504,7718.502551
1.76963791,13414.230617,7580.2120545
0.67994346,5048.6920782,7425.1645544
0.10886228,830.14355886,7625.6308325
1.47608941,11365.752501,7699.9078943
0.16112569,1231.6630014,7644.1131234
0.0835069,639.87245632,7662.51
2.86805614,20992.374058,7319.3734825
18.95535812,128297.4225,6768.3987656
1.37782212,9423.0832594,6839.1145146
1.08606405,7140.584076,6574.7356945
4.92649728,31933.459902,6481.9806217
0.23352014,1536.1109353,6578.0661802
0.9480819,6126.8809843,6462.3963228
1.05362264,6853.8253984,6505.0096099
0.26489323,1705.1171665,6436.9979048
2.8483486,19042.373895,6685.4084837
1.54023774,10209.31315,6628.4008529
2.62944828,17781.878281,6762.5891013
0.77747447,5169.8340887,6649.522638
1.09119665,6609.3592841,6056.9827484
7.38490759,43562.912494,5898.9109834
0.07658643,472.13207402,6164.6962004
0.03989331,248.79531768,6236.5172928
0.54581064,3315.1114816,6073.739203
0.21650544,1320.8447441,6100.7462172
2.42317949,14247.858089,5879.8195296
1.45886294,9320.7735641,6389.0673404
9.19423677,58453.467194,6357.6203937
1.08388885,6833.1416982,6304.2826745
0.56960876,3782.3479587,6640.2559516
0.57983186,3750.5337023,6468.3125593
0.28383831,1871.7820246,6594.5362506
19.20685181,124034.65051,6457.8334722
0.81696805,5375.3864658,6579.6777068
0.07966698,535.7604155,6724.9996862
0.32825113,2201.0857729,6705.4933609
0.56760614,3747.8441078,6602.8956413
1.42835643,9020.0604875,6314.9927413
13.34486545,82902.908248,6212.3450071
1.45969585,9097.007404,6232.1252773
1.78457362,11073.295017,6205.0088004
0.10828389,679.81475926,6278.0784774
0.46683633,2969.3260904,6360.529161
2.84913234,19015.199498,6674.0316802
2.75344267,20561.024693,7467.3879782
0.29917881,2196.2741901,7341.0085095
16.21922239,119535.03066,7369.960642
4.03855059,29601.184719,7329.6555434
1.07110057,7912.7654042,7387.5092833
0.71787268,5509.9390913,7675.3709185
4.73135454,37756.192917,7979.9965523
2.39668964,19980.964845,8336.9012457
1.6143416,13333.603957,8259.4687253
0.5798032,4584.7103459,7907.356058
1.62691497,13330.923817,8193.9892757
0.33521209,2750.1870472,8204.3193825
1.7575387,14314.542441,8144.6527701
0.89133704,7239.87071,8122.4838474
30.37825787,229194.44857,7544.687044
1.86269032,14238.710422,7644.1640721
1.91920386,14109.854392,7351.9310201
1.5084742,11198.92676,7424.0094789
0.38586036,2688.6746785,6967.9991966
0.32817132,2322.7300407,7077.7971722
0.39551653,2748.5131013,6949.1737838
0.77244756,5058.6952885,6548.9174287
0.87472025,5558.2303196,6354.2947813
0.0,0.0,6450.8832729
1.95914724,11926.36115,6087.526709
0.13652034,866.51805453,6347.1718173
3.82525606,24566.013615,6422.0573026
5.3781419,32126.045234,5973.4469323
2.48789371,15739.442391,6326.412711
1.49555128,9426.0617369,6302.7338901
3.82572161,24873.465795,6501.6402997
6.14603435,39887.822311,6490.0096614
0.42054168,2678.2364411,6368.5398345
2.46283225,15850.966348,6436.0722691
7.6432196,48809.549588,6385.9933565
1.87837011,12545.300003,6678.8222065
1.222897,7863.2095888,6429.9851818
0.79674667,5188.8128726,6512.5002312
0.86265038,5769.3088609,6687.8876943
10.80540393,71401.170824,6607.9131596
0.65093315,4370.9473789,6714.8944234
1.97363469,13637.826986,6910.0057144
0.758692,5344.9910539,7045.0077949
5.52289297,38528.878336,6976.2131089
0.77809118,5440.0498644,6991.5326175
0.16414137,1157.195359,7049.9920833
1.08376275,7811.8099451,7208.0443299
0.91364374,6623.001126,7248.9974331
8.86228799,64561.684577,7284.9905859
2.22864581,16425.118096,7369.9993163
2.61424316,16744.910292,6405.2612046
8.43103574,54566.405909,6472.0880793
0.83489687,5370.1506274,6432.1125403
1.14719649,7099.1068997,6188.2222981
3.11699941,19668.39473,6310.0412106
0.78647877,4978.4148194,6330.005347
3.42300697,21394.859969,6250.311541
0.20283656,1295.1688401,6385.2830088
0.39631253,2598.5653566,6556.8589431
0.07061763,457.84587322,6483.45
0.45340235,2931.4018163,6465.3432349
0.74786192,4849.8453358,6484.9475633
0.52243038,3274.8514832,6268.4935803
0.24235699,1537.7109695,6344.817905
1.38732632,8873.3521519,6396.0093772
13.13093898,85916.590355,6543.0652359
0.69080497,4644.276679,6722.9925676
0.83279208,5574.6332753,6693.9076502
1.33780128,8884.5886753,6641.187154
7.2834499,46726.269663,6415.4034564
1.65357719,10633.906053,6430.8495047
0.71566401,4626.7656248,6464.9969261
5.86103718,39423.467096,6726.3635915
0.59424988,3861.137018,6497.4973458
0.3045654,2000.6622594,6568.9085478
0.50350129,3325.9865862,6605.7161169
0.19351621,1269.3327384,6559.3096228
0.20706723,1331.4444873,6430.010617
7.02307405,45949.592462,6542.660968
0.24689395,1616.9230507,6549.0590218
2.97912387,19578.773137,6571.9902867
0.18909465,1238.0641836,6547.325287
2.12252503,13904.107859,6550.7391729
0.21626732,1426.2120415,6594.6720084
0.58303611,3783.8963235,6489.9862265
1.94955955,12064.98722,6188.570757
2.99004959,18596.785033,6219.5573929
0.28089415,1741.8772021,6201.1871808
0.3437543,2146.7047943,6244.8812838
42.58017553,283213.28821,6651.2945211
4.09717779,26424.400582,6449.4151674
7.68937147,49498.604749,6437.2757828
1.41547857,9124.0759762,6445.9301395
0.77607742,4941.7169604,6367.5566806
0.64368908,4127.618633,6412.4415984
0.82128096,5283.6739553,6433.4548256
0.79440369,5096.8100384,6415.8942142
0.11858629,758.95184926,6399.9965701
2.01343733,12960.509565,6437.0066908
0.16308482,1043.5669621,6398.9215067
0.36846594,2354.1949559,6389.1792981
0.14173014,909.47154499,6416.9240572
1.01618398,6511.419338,6407.7169747
0.58502848,3746.2134014,6403.471847
1.45202146,9116.3803926,6278.4061006
0.65481335,4099.1394714,6260.0120652
1.73787168,10958.115075,6305.4799734
0.9998636,6351.2834608,6352.1498941
0.59456339,3769.8204847,6340.485385
0.1554468,984.86643124,6335.7137698
0.41921844,2687.632561,6411.055203
0.32089988,2053.3003338,6398.5699644
0.85789454,5578.5788086,6502.6393671
0.16280532,1050.969841,6455.3777545
1.32751019,8502.697289,6404.9958735
0.18686444,1188.0575893,6357.8580778
